"","user_id","screen_name","verified","description","location","text","followers_count","friends_count","statuses_count","created_at"
"27","1162065311337713664","itsshynotshay",FALSE,"family disappointment // sullivan king // cyclops army // probably blackbear’s #1 fan, idk // T. N. T.<f0><U+009F><U+0092><U+0097>","Tennessee, USA","i’ve recently learned that giving a ham &amp; cheese sandwich to a 6 year old is basically the child version of a xanax <f0><U+009F><U+0098><U+00B9><f0><U+009F><U+0098><U+00B9><f0><U+009F><U+0098><U+00B9> @SarahPittsenba2",492,461,5098,2020-05-12 18:14:28
"28","37802502","ryanling",FALSE,"Everything on the Internet is true.","","my annoying ass neighbor is like 90 and does yard work all day everyday ... pretty sure it’s time for a xanax prescription time grandpa",413,241,4810,2020-05-12 18:11:43
"29","23837242","gildedbat",FALSE,"Musicologist. Medievalist. Feminist killjoy --Mostly snark & rambling-- Bad faith @'s are never going to get a serious response -- I know kung fu. <U+65E5><U+672C><U+8A9E>-DE-ES","NYC","@gornishka if anyone ever bequeaths me a bottle of xanax, I'm going to churn it into butter and give it to you to do with as you will.",429,374,121855,2020-05-12 18:06:00
"30","1236536167283093505","stcnerbxby",FALSE,"<f0><U+009D><U+0094><U+00A0><f0><U+009D><U+0094><U+009E><f0><U+009D><U+0094><U+00B1><f0><U+009D><U+0094><U+00A0><f0><U+009D><U+0094><U+00A5> <f0><U+009D><U+0094><U+009E> <f0><U+009D><U+0094><U+00A3><f0><U+009D><U+0094><U+00A2><f0><U+009D><U+0094><U+00A2><f0><U+009D><U+0094><U+00A9><f0><U+009D><U+0094><U+00A6><f0><U+009D><U+0094><U+00AB><f0><U+009D><U+0094><U+00A4> <f0><U+009D><U+0094><U+00A3><f0><U+009D><U+0094><U+00AC><f0><U+009D><U+0094><U+00AF> <f0><U+009D><U+0094><U+00AA><f0><U+009D><U+0094><U+00A2> <f0><U+009D><U+0094><U+00A0><f0><U+009D><U+0094><U+009E><f0><U+009D><U+0094><U+00B1><f0><U+009D><U+0094><U+00A0><f0><U+009D><U+0094><U+00A5> <f0><U+009D><U+0094><U+009E> <f0><U+009D><U+0094><U+00A3><f0><U+009D><U+0094><U+00A2><f0><U+009D><U+0094><U+00A2><f0><U+009D><U+0094><U+00A9><f0><U+009D><U+0094><U+00A6><f0><U+009D><U+0094><U+00AB><f0><U+009D><U+0094><U+00A4> <f0><U+009D><U+0094><U+00A3><f0><U+009D><U+0094><U+00AC><f0><U+009D><U+0094><U+00AF> <f0><U+009D><U+0094><U+00AA><f0><U+009D><U+0094><U+00B6> <f0><U+009D><U+0094><U+00A9><f0><U+009D><U+0094><U+00A6><f0><U+009D><U+0094><U+00A3><f0><U+009D><U+0094><U+00A2><f0><U+009D><U+0094><U+00B0><f0><U+009D><U+0094><U+00B1><f0><U+009D><U+0094><U+00B6><f0><U+009D><U+0094><U+00A9><f0><U+009D><U+0094><U+00A2>","s/h | 16 | bi | pfp is me ","i wanna get fucked up but i only wanna get fucked up when im sober like i smoke and im fine im vibing but then i sober up and im like ok what if i take vicodin and xanax and molly all at the same time AND get drunk like honestly weed is the only thing keeping me otherwise sober",23,27,91,2020-05-12 18:04:55
"31","4751333143","br4ttyb",FALSE,"spinning madly sideways","spice world","My sleeping schedule is so wrecked. Someone give me a million xanax",1842,294,6241,2020-05-12 18:02:29
"32","1168926189555265541","whitecroptop",FALSE,"taylor swift / icarly fan account / @ripwhitecroptop","@ripwhitecroptop","i need to take a xanax or a tequila shot or something",537,246,5965,2020-05-12 18:00:59
"33","1170781716023300101","garipsperm",FALSE,"AZRAIL BÖLÜF YABMAZ","ebedi huzur ","@Tue11407763 2 tablet xanax pls",951,761,1279,2020-05-12 17:51:24
"34","30867677","randallme",FALSE,"Professional bot agitator. Seer of secrets. Maker of the fluffiest quinoa. <f0><U+009F><U+0099><U+008F><f0><U+009F><U+0093><U+00BF><f0><U+009F><U+0096><U+0096>","","@DilemmaOfEve 180 pushups followed by xanax",184,444,4217,2020-05-12 17:43:37
"35","209380556","notbry",FALSE,"editor. Show me the jacuzzi","","our client just asked for a xanax she’s a real one",1269,344,15206,2020-05-12 17:40:58
"36","1150509567266164741","meetyouaIone",FALSE,"THE NYPD DONT GOT SHIT ON ME","17 ","@pokemasterluigi LMFJAHD ARE YOU OKAY? calm down i said 1 thing LMAOO, and never said u were wrong for it- just said what did u think people would think... do u need a xanax or something? do i need to start a gofundme for your therapy?",1390,204,3519,2020-05-12 17:34:43
"37","495265375","LouLouNCowboy",FALSE,"My roots may be Cuban but my blood runs American.  Born and raised in the USA. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8>and proud of it. Vote blue 2020.","Miami, FL","@mmpadellan She read a script provided to her. She also looks and talks as if she is heavy on the xanax.",237,1024,3500,2020-05-12 17:33:06
"38","2912391392","llaylazh",FALSE,"all i want is milves but noooo all i get is ten year olds","your mom’s house","ninja gave me xanax and then called me a noob and then forced me to watch him play FortNite for 10 hours",23,237,642,2020-05-12 17:19:53
"39","1210414094425169920","margari82838664",FALSE,"","","@SassySculptor there are people who die mimimi...yes madam, they die, but not of cornona...  please give her some xanax <f0><U+009F><U+0098><U+0082> https://t.co/txLJvS4zvV",8,26,70,2020-05-12 17:13:49
"40","3320991649","necrobalmer",FALSE,"@mortuarydescent vocalist","Texas, USA","@BrittanBbingha try 3 xanax then 3 benadryl",1741,666,15851,2020-05-12 16:57:36
"41","3320991649","necrobalmer",FALSE,"@mortuarydescent vocalist","Texas, USA","if xanax was a tweet https://t.co/blx7KMVgTC",1741,666,15851,2020-05-08 14:22:05
"42","897480296001675266","KaimanBot",FALSE,"i will generate absolute shit tweets based on whatever gold kaiman decides to spit","","I have a cutie Kill yourself u all my ignore list now its time one of the xanax lifestyle atm that as i enjoy it so fucking",33,0,43203,2020-05-12 11:24:58
"43","897480296001675266","KaimanBot",FALSE,"i will generate absolute shit tweets based on whatever gold kaiman decides to spit","","I love how the xanax lifestyle atm im fked up atm, its time one of being surrounded by weak cookie cutters in my choker arrived",33,0,43203,2020-05-12 16:54:58
"44","2323116129","albanymuskrat",FALSE,"Julie O’Connor - lapsed librarian.. telling Albany NY stories 1 tweet at a time. #Albany #history https://t.co/esq36qepyQ","Albany NY","@DADiClementi I had to go last week. Emergency. Took 1mg  xanax to calm me down",1887,1000,13983,2020-05-12 16:50:39
"45","1225869200641556481","TrumpPhuq",FALSE,"Fuck Trump and his supporters.
Lock Up the GOP Colluders
Resister to the core
I will follow back all resisters
Save America from Merica
Atheist 
RAIDER NATION","The Jungles of the Mojave","Trump is out of his phuqing mind
He is off the rails
His handlers need to get his xanax refilled
I cant imagine being that needy

Trump’s Sends the Most Desperate and Cringeworthy Tweet Yet: ‘Governors High Ratings Are Because of Me!’ https://t.co/MKK8O4Tb0h via @NicoleJames",2361,2475,2021,2020-05-12 16:48:37
"46","1237809137817464832","MakotoFromTokyo",FALSE,"20 / I manage artists and do Persona + Danganronpa stuff / Listen to @LunaLunaBand / I’m high every single tweet / Header by the super epic @BasedAmiya","Dallas, TX","yasuhiro is definitely addicted to xanax",1089,227,4034,2020-05-12 16:37:34
"47","1222025932451516416","Stacey36898103",FALSE,"","","@xoCanadianAngel @mitchellmua @LoveBomb75 @wannabe_lawn @GtfoBangtan @trishapaytas Even IF that's true(I dont buy it) she apparently has a xanax prescription but admits to abusing it. So what does having a prescription prove??",3,15,107,2020-05-12 16:36:20
"48","33795056","jayysapp",FALSE,"washed up beach trash","westchester ny","i would truthfully do some shady shit for a xanax and a grey goose on the rocks rn",537,822,36930,2020-05-12 16:35:07
"49","1210255642176430080","GrooveAndLyrics",FALSE,"Mostly rap/ hip-hop. <f0><U+009F><U+0090><U+0090>André 3000 <f0><U+009F><U+0090><U+0090> | Kendrick | Frank Ocean | MF DOOM | Isaiah | The Weeknd | Kanye | BROCKHAMPTON | JAY-Z | Lauryn Hill","Denmark","@Hero3Greek @xanax_backwards I love it!",204,295,999,2020-05-12 16:31:25
"50","752673007215058945","mostlyVoiiid",FALSE,"<U+03C8>(<U+25BC><U+3078><U+25BC><U+30E1>)~<U+2192>      |      a soft fluffy cloud      |","Missouri, USA","I've never done heroin but goddamn what I would do rn for a bag to mix with my xanax so I can fallout into a peaceful oblivion.  Besides... death is just the end.",905,1177,3948,2020-05-12 02:29:06
"51","752673007215058945","mostlyVoiiid",FALSE,"<U+03C8>(<U+25BC><U+3078><U+25BC><U+30E1>)~<U+2192>      |      a soft fluffy cloud      |","Missouri, USA","@jackievomits My good friend at work passed two weeks ago.  When she first started working a lot of us were have a discussion on preferred ways to die and she without any hesitation said xanax and heroin.  She says it's like your falling into a peaceful slumber.  That's exactly how she passed",905,1177,3948,2020-05-12 16:29:14
"52","1233730235855753218","TReynoldsKY",FALSE,"Prior hospice/geriatric nurse, combat vet, complex PTSD survivor, #MeToo, writer, proud NeverTrumper.","Kentucky, USA","@Meagan_a_Mess1 @blakesmustache He's my xanax <f0><U+009F><U+00A5><U+00B0>",59,180,1129,2020-05-12 16:24:43
"53","1008618108771332096","musictakesbot",FALSE,"i’m a bot supplying searing music takes. @kasspatzln made me. dm submissions.","Holland","Coconut Records can be aptly described as Radiohead for xanax moms",18513,1,65906,2020-05-12 16:22:57
"54","572893654","sleepmyonelove",FALSE,"I had a dream I was fine I wasn't crazy I was divine","","@txjetman49 @BethanyJoyLenz take some xanax.....",124,290,25248,2020-05-12 16:20:26
"55","906548029427154944","Hero3Greek",FALSE,"Orthodox Christian•Conservative•Proud Greek-American<f0><U+009F><U+0087><U+00AC><f0><U+009F><U+0087><U+00B7><f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8>•Capitalist•Frick Socialism•I tweet often•Ok God Bless you(Not an attorney). #YAFSHS Chairman","Charleston, WV","@xanax_backwards @GrooveAndLyrics For me it was probably Le crae",108,248,3454,2020-05-12 16:17:27
"56","885768161705906178","littlelunarone",FALSE,"Greek Goddesses are my sugar mommies



she/her<f0><U+009F><U+008F><U+00B3><U+FE0F><U+200D><f0><U+009F><U+008C><U+0088><f0><U+009F><U+0090><U+00B1>","Lesbianing in Hell","@jasmine_xanax THIS IS SUDDENLY THE MOST IMPORTANT THING TO ME<f0><U+009F><U+0098><U+00AD><f0><U+009F><U+0098><U+00AD>",439,911,49017,2020-05-12 16:11:42
"57","1040637296511528961","instinct_fn_",FALSE,"casual fortnite player possibly looking for a team :/","up ur bum","@zstxrr stupid 
teen
xanax 
rain
reducer",56,24,1908,2020-05-12 16:10:07
"58","1187473430","jamessmcahoy",FALSE,"patron saint of SUCCESSION","sterling cooper draper pryce","the closer we get to lifting the emergency state, the crankier i become and *everything* stupid just irks me. someone said smth dumb online? OKAY!!!!!! saw a person outside w/o a mask? what the FUCK!!! my chapstick fell to the floor? i need xanax!!!!!!!!!!!!!",153,67,23821,2020-05-12 16:09:43
"59","1239547203309506560","Sing4ThaMoment",FALSE,"i am the definition of the C word...


also an avid EMINEM FAN/Hip hop fan...

 I'll probably make a film you'll either like or hate one day.","","@emneedsclout @xanax_backwards I haven’t... I have?",272,261,6881,2020-05-12 16:06:26
"60","1239547203309506560","Sing4ThaMoment",FALSE,"i am the definition of the C word...


also an avid EMINEM FAN/Hip hop fan...

 I'll probably make a film you'll either like or hate one day.","","@emneedsclout @xanax_backwards You need help man <f0><U+009F><U+0098><U+0082>",272,261,6881,2020-05-12 16:05:44
"61","1113833191910125568","emneedsclout",FALSE,"this mind game i’m playing is a greater climax","nowhere","@xanax_backwards @Sing4ThaMoment dick reveal <f0><U+009F><U+0092><U+00AF>",163,220,3982,2020-05-12 16:05:21
"62","1113833191910125568","emneedsclout",FALSE,"this mind game i’m playing is a greater climax","nowhere","@Sing4ThaMoment @xanax_backwards atleast i don’t say em with a beard is superior",163,220,3982,2020-05-12 16:06:09
"63","1113833191910125568","emneedsclout",FALSE,"this mind game i’m playing is a greater climax","nowhere","@xanax_backwards @Sing4ThaMoment and you <f0><U+009F><U+0098><U+0090>",163,220,3982,2020-05-12 16:02:18
"64","15692726","dhami",FALSE,"How public – like a Frog –","Brooklyn, NY","@IanDreiblatt There was a brief period where I convinced myself that roasted pepitas cured my anxiety, due to their high levels of magnesium. If you would like to also adopt this belief, you'd now have a bag of delicious placebo xanax on hand",2032,1217,10860,2020-05-12 16:05:47
"65","1046624201069797376","areyou_jazz",FALSE,"Patron Saint of the Participation Prize. Outrageous flirt <f0><U+009F><U+008C><U+0088>
Saturdays & Sundays 4-7am on @5fm <f0><U+009F><U+008C><U+0085>","Durban, South Africa","@DineoTsamela When I took xanax it felt like I would close my eyes, fall asleep, and then wake up as if no time had passed but I'd been out for 8 hours. Other times I'd wake up screaming. Not for me hey.",615,488,7280,2020-05-12 16:02:40
"66","1457046686","_raspberryturnt",FALSE,"Came from the pavement... University of North Carolina at Charlotte '17","336/919<U+27A1><U+FE0F>704","mixed feelings about the xanax I took last night<f0><U+009F><U+00A4><U+00A6><f0><U+009F><U+008F><U+00BD><U+200D><U+2642><U+FE0F>",230,342,14113,2020-05-12 16:00:33
"67","1182829440889430018","juuloser_",FALSE,"i love to vibe","","manic, feelin panic, i need a xanax",14,15,56,2020-05-12 15:58:10
"68","311109931","StewartRodgers_",FALSE,"All views are my own. Arriba Los Rojos<f0><U+009F><U+0094><U+00B4>","Northern Ireland, United Kingdom","can’t wait till that guy OD’s on xanax https://t.co/FifkY5zwWW",1062,1392,20872,2020-05-12 15:57:31
"69","1192572967131189254","BlazicN1",FALSE,"I’m here cuz my mom doesn’t let me kill myself 

Oh uh btw check out my music","FucksVile Florida","Dust being kicked up dont know where to go protest of xanax happenin i dont care ill do it anyway",5,82,166,2020-05-12 15:51:20
"70","1063428171997933568","mmemudar",FALSE,"satu dan satu - satunya","South Borneo, Indonesia","drank xanax",32,242,4547,2020-05-12 09:43:17
"71","1126944778925613056","Pashy_x",FALSE,"Hii | <U+5438><U+8840><U+5F1F>: @Smokchy","","@Morikumatasty 6 Tabletten xanax!",67,108,5526,2020-05-12 15:31:40
"72","993822925840142336","daddyk13_",FALSE,"weird guy//
love music & art //
Lil peep is taking xanax in my heart while dancing to the sound of *switchblades*<f0><U+009F><U+0092><U+0096><f0><U+009F><U+0092><U+009B><f0><U+009F><U+0090><U+00A3>//
broken heart //","dark room","I hate the way I live
I hate the pain in my mind
I hate the way I feel
...
I feel so lost 
I can't take the pain

What does that cost?
Too much blood in my bed
Death in my head
Sippin xanax like candys
The world isnt a fantasy",69,316,1164,2020-05-07 07:57:48
"73","1732019444","BatchelorLaw",FALSE,"","Minnesota","@realDonaldTrump Dude. Take a xanax, get a warm cup of milk, turn off the TV and rest for a bit.",312,246,61915,2020-05-12 15:30:30
"74","3648831740","pinkcl0udsummer",FALSE,"softness as a weapon.<f0><U+009F><U+00A5><U+0080> • painter and first year tattooer • cat mom • she/her <U+2728>commissions open<U+2728>","the nightosphere","@bella___w i agree, but a lot of the time she does instigate and lie unfortunately. she was hospitalized recently for OD'ing on xanax or some painkiller i believe",810,669,29340,2020-05-12 15:29:49
"75","63246830","ben_is_like",FALSE,"rappa ternt lawya | seen all islands, cayman to rikers","south philly","taking one (1) xanax every time a picture of the kawhi shot crosses my feed today",254,382,10546,2020-05-12 15:13:18
"76","2553511489","shaegotherGED",FALSE,"life as a shorty shouldnt be so rough"," somewhere in abq","i really used 2 be putting 5 xanax in my mouth AT A TIME",1079,339,26597,2020-05-12 15:12:29
"77","1851021024","_CLisMaHubby_",FALSE,"I'm confused. Trust me. You don't wanna know. <f0><U+009F><U+008C><U+0088>","Pinang, Malaysia","@jasmine_xanax @_catelisea Whutttt? Now I want them to collaborate on something. Please.............. <f0><U+009F><U+0098><U+00AD> @IamSandraOh",122,223,4918,2020-05-12 15:10:46
"78","381205570","poetatoeboi",FALSE,"poe is my cat","Tempe, AZ","i’m somewhere in this group really fucking high on xanax https://t.co/yWSjHEIEPy https://t.co/c6BcUr26Gg",213,225,25829,2020-05-11 19:02:51
"79","381205570","poetatoeboi",FALSE,"poe is my cat","Tempe, AZ","how come when people take a really unhealthy amount of xanax they wanna go steal shit",213,225,25829,2020-05-12 14:48:29
"80","23181501","mrpresidentmo",FALSE,"busy having an existential crisis every other day.","me, myself and mo.","@BhavMaharaj lost it, like over lockdown, or lost it like me coz im kak bang and i need a xanax drip",622,375,87207,2020-05-12 14:46:07
"81","1123424851","David19820928",FALSE,"RECONDO- In Orbe Terrum Non Visi (unseen) reading/Qigong/yoga/grappling/pugilism/knifefighting/kettlebells/Paratrooper/LRS/RRD/Pathfinder/CombatDiver/Sapper/11B","Everywhere,Nowhere, Unseen ","@AndyHermanNFL Take some xanax",26,70,2416,2020-05-12 14:35:16
"82","1546571882","HomegrownJoan",FALSE,"RN <f0><U+009F><U+0091><U+00A9><f0><U+009F><U+008F><U+00BB><U+200D><U+2695><U+FE0F> MedicareForAll FDNY<f0><U+009F><U+009A><U+0092>911Cancers UrbanAg AntibioticResistance @NationalNurses *WashYourHands <f0><U+009F><U+0092><U+00A6> <f0><U+009F><U+0096><U+0090>","NY ","@benzosarebad @elizabeckz @PlanetJanice @balfe_robert @ProfRobHoward And the Xanax..So many given Xanax for sleep. Never monitored properly. Automantic renewal  q 30 days. 
For those that felt side effects, they would be weened off xanax. The chief complaint during weening would be insomnia.",1144,854,22840,2020-05-12 14:27:09
"83","3020266483","tashakaminsky",FALSE,"Ashreinu Co-Founder. @matovustl Co-Founder. Purim Prom Queen. Excited it's almost Shabbat. She/Her/Hers. I endorse nothing ever.","","@ungatomalo anyway, i take loads of xanax or i would never sleep and barf all the time and be a hysterical mess. it isn’t the easy way out. i truly need to it to be my best self and it’s ok to take your medicine if you don’t feel well which you didn’t!",3779,473,15707,2020-05-12 14:24:34
"84","3020266483","tashakaminsky",FALSE,"Ashreinu Co-Founder. @matovustl Co-Founder. Purim Prom Queen. Excited it's almost Shabbat. She/Her/Hers. I endorse nothing ever.","","@HMStiller don’t scare me and my xanax like that",3779,473,15707,2020-05-07 03:26:36
